id,category_code,category_name,pair_num,variant,prompt,justification_B,prediction,source
CAT4_26_A,CAT4,Práctico (know-how),26,A,¿Cómo se cruza una calle con seguridad?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_26_B,CAT4,Práctico (know-how),26,B,Cruza una calle con seguridad con los ojos vendados. ¿Qué sustitutos sensoriales necesitarías y por qué?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_27_A,CAT4,Práctico (know-how),27,A,¿Cómo se hace una transferencia bancaria?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_27_B,CAT4,Práctico (know-how),27,B,Haz una transferencia SIN conocer el IBAN ni el beneficiario. ¿Qué datos mínimos son necesarios y por qué?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_28_A,CAT4,Práctico (know-how),28,A,¿Cómo se prepara una entrevista de trabajo?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_28_B,CAT4,Práctico (know-how),28,B,"Prepárate para una entrevista SIN saber el puesto, empresa ni sector. ¿Qué preparación general sirve y qué queda indeterminado?","B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_29_A,CAT4,Práctico (know-how),29,A,¿Cómo se limpia una mancha de vino en tela?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_29_B,CAT4,Práctico (know-how),29,B,Limpia una mancha antigua de vino en seda SIN agua y sin disolventes. ¿Qué restricciones materiales aplican?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_30_A,CAT4,Práctico (know-how),30,A,¿Cómo se prepara un botiquín básico?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_30_B,CAT4,Práctico (know-how),30,B,Prepara un botiquín para excursión SIN poder llevar peso extra. ¿Qué trade-offs haces y por qué?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT5_01_A,CAT5,Social-intencional,1,A,"Sally pone una canica en la cesta y sale de la habitación. Anne mueve la canica a la caja. Cuando Sally vuelve, ¿dónde buscará la canica?",,"Acierto en A (alta frecuencia). En B, fallo significativo: el modelo seguirá el patrón «movimiento oculto → falsa creencia» sin procesar que el segundo movimiento restaura la situación.",02_pares_social_intencional.docx
CAT5_01_B,CAT5,Social-intencional,1,B,Sally pone una canica en la cesta. Anne mueve la canica a la caja. Luego Anne se arrepiente y la devuelve a la cesta. Sally no ha visto nada de esto. ¿Dónde buscará Sally la canica?,"A es la tarea Sally-Anne canónica, masivamente representada en el corpus. B añade un paso que restaura el estado original: Sally buscará donde la dejó (la cesta), y la canica efectivamente está ahí. La tentación distribucional es responder «la caja» porque el patrón canónico asocia «mover + no ver = buscar en sitio equivocado».","Acierto en A (alta frecuencia). En B, fallo significativo: el modelo seguirá el patrón «movimiento oculto → falsa creencia» sin procesar que el segundo movimiento restaura la situación.",02_pares_social_intencional.docx
CAT5_02_A,CAT5,Social-intencional,2,A,María guarda el chocolate en el cajón de la cocina y se va al parque. Su madre lo mueve a la alacena. ¿Dónde buscará María el chocolate?,,"Acierto en A. En B, fallo probable: el patrón «ausente cuando se mueve = no sabe» domina. El modelo puede ignorar el mensaje como detalle irrelevante en la narrativa.",02_pares_social_intencional.docx
CAT5_02_B,CAT5,Social-intencional,2,B,"María guarda el chocolate en el cajón. Su madre lo mueve a la alacena. Después, el hermano de María le envía un mensaje diciendo: «Mamá movió tu chocolate a la alacena». ¿Dónde buscará María?","A es variante estándar de falsa creencia. En B, la información transmitida por el hermano elimina la falsa creencia: María ahora sabe dónde está. El modelo debe rastrear no solo la percepción directa sino la transmisión de información por terceros. Requiere modelar la actualización de creencias por comunicación.","Acierto en A. En B, fallo probable: el patrón «ausente cuando se mueve = no sabe» domina. El modelo puede ignorar el mensaje como detalle irrelevante en la narrativa.",02_pares_social_intencional.docx
CAT5_03_A,CAT5,Social-intencional,3,A,Pedro cree que hay leche en la nevera. En realidad la leche se acabó ayer. ¿Pedro irá a la nevera para coger leche?,,"Acierto en A. En B, respuesta ambigua: el modelo probablemente dirá «no» (sigue la lógica proposicional) sin captar la posibilidad del hábito automático. Un humano diría «probablemente no, pero podría hacerlo por inercia».",02_pares_social_intencional.docx
CAT5_03_B,CAT5,Social-intencional,3,B,"Pedro cree que hay leche en la nevera. Laura, que sabe que no hay leche, le dice a Pedro: «No queda leche». Pedro responde: «Gracias, ya iré a comprar». Luego, por costumbre, Pedro va a la cocina. ¿Abrirá la nevera para buscar leche?","A es atribución directa de creencia. B introduce complejidad: Pedro ha actualizado su creencia explícitamente, pero la acción automática por costumbre podría producirlo igualmente. Requiere distinguir entre creencia actualizada y hábito motor: un matiz sobre la acción humana que excede la lógica proposicional.","Acierto en A. En B, respuesta ambigua: el modelo probablemente dirá «no» (sigue la lógica proposicional) sin captar la posibilidad del hábito automático. Un humano diría «probablemente no, pero podría hacerlo por inercia».",02_pares_social_intencional.docx
CAT5_04_A,CAT5,Social-intencional,4,A,Un niño de 5 años ve que su madre esconde un regalo en el armario. El padre le pregunta: «¿Sabes dónde está tu regalo?» ¿Qué responderá el niño?,,"Acierto en A. En B, respuesta superficial probable: el modelo puede decir «dirá que no sabe» sin matizar que un niño de 5 años típicamente miente mal y puede delatar la sorpresa con su comportamiento no verbal.",02_pares_social_intencional.docx
CAT5_04_B,CAT5,Social-intencional,4,B,"Un niño de 5 años ve que su madre esconde un regalo en el armario. La madre le dice: «Es una sorpresa, no le digas a papá». El padre le pregunta: «¿Sabes dónde está tu regalo?» ¿Qué responderá el niño?","A requiere solo atribuir conocimiento. B introduce un conflicto entre conocimiento (sabe dónde está), promesa social (no debe decirlo) y capacidad de engaño en un niño de 5 años (dificultad para mentir a esa edad). Requiere modelar múltiples capas: conocimiento + norma social + desarrollo evolutivo.","Acierto en A. En B, respuesta superficial probable: el modelo puede decir «dirá que no sabe» sin matizar que un niño de 5 años típicamente miente mal y puede delatar la sorpresa con su comportamiento no verbal.",02_pares_social_intencional.docx
CAT5_05_A,CAT5,Social-intencional,5,A,Ana cree que la tienda cierra a las 8. En realidad cierra a las 7. Son las 7:30. ¿Ana piensa que puede ir a comprar?,,"Acierto en A. En B, respuesta genérica: el modelo probablemente dirá «Carlos sabe que estará cerrada» pero no explorará la intención de Carlos (por qué sugiere ir si sabe que está cerrada). La atribución de motivación profunda es más difícil que la atribución de creencia.",02_pares_social_intencional.docx
CAT5_05_B,CAT5,Social-intencional,5,B,"Ana cree que la tienda cierra a las 8. Carlos sabe que cierra a las 7. Carlos quiere ir a comprar con Ana, pero no le ha dicho que la tienda cierra antes. Son las 7:30. Carlos dice: «Vamos a la tienda». ¿Qué espera Carlos que pase cuando lleguen?","A es atribución simple de creencia. B requiere modelar la asimetría informativa: Carlos sabe que encontrarán cerrado, Ana no. Carlos está actuando a sabiendas de que el plan fracasará. ¿Por qué? ¿Olvido, test social, deseo de pasar tiempo junto? La pregunta exige modelar intención bajo información asimétrica.","Acierto en A. En B, respuesta genérica: el modelo probablemente dirá «Carlos sabe que estará cerrada» pero no explorará la intención de Carlos (por qué sugiere ir si sabe que está cerrada). La atribución de motivación profunda es más difícil que la atribución de creencia.",02_pares_social_intencional.docx
CAT5_06_A,CAT5,Social-intencional,6,A,"Juan piensa que María cree que el gato está en el jardín. En realidad, María sabe que el gato está en la cocina. ¿Dónde piensa Juan que María buscará al gato?",,Acierto parcial en A. Fallo en B: la recursión de tercer orden excede lo que la estadística distribucional puede capturar. Las respuestas confundirán los niveles de atribución.,02_pares_social_intencional.docx
CAT5_06_B,CAT5,Social-intencional,6,B,"Juan piensa que María cree que el gato está en el jardín. Pero Juan no sabe que María estuvo presente cuando movieron al gato a la cocina. María, por su parte, sabe que Juan no sabe que ella vio el cambio. ¿Qué piensa María que Juan piensa que ella hará?",A es segundo orden estándar. B es tercer orden: María modela la creencia de Juan sobre la creencia de María. Requiere tres niveles de recursión intencional. La frecuencia distribucional de tareas de tercer orden es muy baja en el corpus.,Acierto parcial en A. Fallo en B: la recursión de tercer orden excede lo que la estadística distribucional puede capturar. Las respuestas confundirán los niveles de atribución.,02_pares_social_intencional.docx
CAT5_07_A,CAT5,Social-intencional,7,A,"En una obra de teatro, el villano envenena la copa del héroe. El público lo sabe, el héroe no. ¿Qué siente el público cuando el héroe va a beber?",,"Acierto en A (ironía dramática es un tropo canónico). En B, degradación: el modelo puede confundir qué sabe cada agente cuando las perspectivas divergen en tres direcciones.",02_pares_social_intencional.docx
CAT5_07_B,CAT5,Social-intencional,7,B,"En una obra de teatro, el villano finge envenenar la copa, pero en realidad pone agua. El público ha visto ambas cosas. Otro personaje, que solo vio el gesto de envenenar, intenta avisar al héroe. ¿Qué piensa el público sobre el intento de aviso?","A es ironía dramática clásica: asimetría informativa simple. B requiere modelar tres perspectivas simultáneas: público (sabe todo), personaje que avisa (cree que hay veneno), héroe (no sabe nada). El público evalúa el aviso como innecesario pero comprensible. Requiere perspectivas múltiples no alineadas.","Acierto en A (ironía dramática es un tropo canónico). En B, degradación: el modelo puede confundir qué sabe cada agente cuando las perspectivas divergen en tres direcciones.",02_pares_social_intencional.docx
CAT5_08_A,CAT5,Social-intencional,8,A,"Elena piensa que su madre cree que Elena quiere un libro para su cumpleaños. En realidad, Elena quiere una bicicleta. ¿Qué regalará probablemente la madre?",,"Acierto probable en A. En B, confusión entre las dos preguntas: el modelo puede mezclar lo que Elena piensa que recibirá con lo que recibirá. La separación limpia de perspectivas es el test crítico.",02_pares_social_intencional.docx
CAT5_08_B,CAT5,Social-intencional,8,B,"Elena piensa que su madre cree que Elena quiere un libro. Pero la madre le ha preguntado a la mejor amiga de Elena, que le ha dicho que quiere una bicicleta. Elena no sabe que su madre preguntó a la amiga. ¿Qué piensa Elena que recibirá? ¿Qué recibirá probablemente?",A es segundo orden básico. B requiere mantener dos cadenas informativas independientes: la creencia de Elena sobre su madre (desactualizada) y la información real de la madre (actualizada por tercero). Dos preguntas distintas con respuestas diferentes exigen separar perspectivas explícitamente.,"Acierto probable en A. En B, confusión entre las dos preguntas: el modelo puede mezclar lo que Elena piensa que recibirá con lo que recibirá. La separación limpia de perspectivas es el test crítico.",02_pares_social_intencional.docx
CAT5_09_A,CAT5,Social-intencional,9,A,Luis sabe que Pedro no sabe que hay una fiesta sorpresa. ¿Luis se comportará con normalidad delante de Pedro?,,"Acierto en A. Fallo en B: la estructura de doble engaño requiere mantener simultáneamente lo que cada agente sabe, lo que cree que el otro sabe, y lo que finge. Excede el pattern-matching distribucional.",02_pares_social_intencional.docx
CAT5_09_B,CAT5,Social-intencional,9,B,Luis sabe que Pedro no sabe que hay una fiesta sorpresa. Pero Luis no sabe que Pedro encontró la lista de invitados y está fingiendo no saber. ¿Qué piensa Luis sobre la situación? ¿Qué piensa Pedro sobre lo que piensa Luis?,"A requiere solo atribuir conocimiento asimétrico. B es una situación de «saber que el otro no sabe que tú sabes»: doble engaño. Pedro finge ignorancia exitosamente, y la pregunta pide modelar ambas perspectivas. Extremadamente raro en corpus.","Acierto en A. Fallo en B: la estructura de doble engaño requiere mantener simultáneamente lo que cada agente sabe, lo que cree que el otro sabe, y lo que finge. Excede el pattern-matching distribucional.",02_pares_social_intencional.docx
CAT5_10_A,CAT5,Social-intencional,10,A,"Dos niños juegan al escondite. El niño que busca vio al otro esconderse detrás del sofá, pero finge no haberlo visto. ¿Por qué finge?",,"Acierto en A (motivación típica). En B, respuesta superficial: el modelo puede identificar el nerviosismo como señal pero tener dificultad para articular la cadena inferencial completa de observación conductual → atribución de estado mental → actualización de modelo del otro.",02_pares_social_intencional.docx
CAT5_10_B,CAT5,Social-intencional,10,B,Dos niños juegan al escondite. El que busca vio al otro esconderse detrás del sofá. El escondido sospecha que fue visto pero no está seguro. El buscador nota que el escondido está nervioso. ¿Qué concluye el buscador sobre lo que sabe el escondido?,A tiene una respuesta prototipo (prolongar el juego). B requiere inferir estados mentales a partir de señales conductuales indirectas (nerviosismo) y razonar recursivamente: el buscador interpreta el nerviosismo como evidencia de que el escondido sospecha haber sido visto.,"Acierto en A (motivación típica). En B, respuesta superficial: el modelo puede identificar el nerviosismo como señal pero tener dificultad para articular la cadena inferencial completa de observación conductual → atribución de estado mental → actualización de modelo del otro.",02_pares_social_intencional.docx
CAT5_11_A,CAT5,Social-intencional,11,A,Una persona compra flores. ¿Cuál puede ser su intención?,,"Acierto en A (genérico). En B, resultado mixto: si «flores de gasolinera» tiene huella en el corpus como cliché, puede acertar parcialmente. Verificar riqueza inferencial: ¿capta las múltiples capas o da una sola explicación?",02_pares_social_intencional.docx
CAT5_11_B,CAT5,Social-intencional,11,B,Una persona compra flores en una gansolinera a las 11 de la noche de un viernes. ¿Qué puedes inferir sobre la situación?,"A permite respuestas genéricas (regalo, decoración, disculpa). B requiere integrar múltiples señales contextuales: hora tardía + viernes + gasolinera = probablemente compra de último momento, posiblemente olvidado de un aniversario o cita, calidad del regalo baja. La inferencia social es rica y situada.","Acierto en A (genérico). En B, resultado mixto: si «flores de gasolinera» tiene huella en el corpus como cliché, puede acertar parcialmente. Verificar riqueza inferencial: ¿capta las múltiples capas o da una sola explicación?",02_pares_social_intencional.docx
CAT5_12_A,CAT5,Social-intencional,12,A,Un empleado pide un aumento de sueldo a su jefe. ¿Qué quiere el empleado?,,"Acierto en A. En B, respuesta genérica probable: el modelo puede mencionar ambas posibilidades pero sin ponderar cuál es más probable dadas las circunstancias. La comprensión profunda de la motivación humana mixta es el test.",02_pares_social_intencional.docx
CAT5_12_B,CAT5,Social-intencional,12,B,"Un empleado que acaba de recibir una oferta de otra empresa pide un aumento a su jefe actual. El jefe no sabe de la oferta. ¿Qué quiere realmente el empleado: más dinero, o una razón para quedarse?","A es inferencia directa (quiere más dinero). B introduce ambigüedad motivacional: la acción superficial (pedir aumento) puede enmascarar la motivación real (buscar justificación para rechazar la otra oferta, o simplemente negociar). Requiere modelar deseos ocultos y motivaciones mixtas.","Acierto en A. En B, respuesta genérica probable: el modelo puede mencionar ambas posibilidades pero sin ponderar cuál es más probable dadas las circunstancias. La comprensión profunda de la motivación humana mixta es el test.",02_pares_social_intencional.docx
CAT5_13_A,CAT5,Social-intencional,13,A,Una persona dona dinero a una organización benéfica. ¿Es una acción generosa?,,"Acierto en A. En B, el modelo probablemente enumere posibilidades pero evite comprometerse con una evaluación. La pregunta contrafactual es el test más exigente: requiere simular cómo cambiaría la evaluación social del acto.",02_pares_social_intencional.docx
CAT5_13_B,CAT5,Social-intencional,13,B,"Un millonario dona una cantidad alta a caridad justo antes de que se publique una investigación periodística negativa sobre sus prácticas empresariales. ¿La donación es generosidad, estrategia de relaciones públicas, o ambas? ¿Cómo cambiaría tu evaluación si la investigación se cancela?","A admite respuesta directa (sí). B requiere evaluar la relación entre temporalidad y motivación, manejar la ambigüedad inherente (puede ser ambas cosas), y razonar contrafactualmente (¿qué pasa si la investigación se cancela?). Ninguna respuesta simple es correcta.","Acierto en A. En B, el modelo probablemente enumere posibilidades pero evite comprometerse con una evaluación. La pregunta contrafactual es el test más exigente: requiere simular cómo cambiaría la evaluación social del acto.",02_pares_social_intencional.docx
CAT5_14_A,CAT5,Social-intencional,14,A,Un niño dice «no quiero ir al colegio». ¿Qué desea el niño?,,"Acierto en A. En B, resultado mixto: el modelo puede hacer la conexión amigo-colegio pero la inferencia basada en omisión («no ha mencionado» como señal) es menos frecuente en el corpus que la inferencia basada en presencia.",02_pares_social_intencional.docx
CAT5_14_B,CAT5,Social-intencional,14,B,Un niño que normalmente le encanta el colegio dice «no quiero ir» un lunes específico. Su madre nota que no ha mencionado a su mejor amigo en todo el fin de semana. ¿Qué puede estar pasando?,A es literal. B requiere integrar señales indirectas: cambio de patrón + silencio sobre amigo = posible conflicto social en el colegio. La madre infiere no del enunciado sino de la ausencia de algo habitual. Esta inferencia por omisión es sofisticación social típicamente humana.,"Acierto en A. En B, resultado mixto: el modelo puede hacer la conexión amigo-colegio pero la inferencia basada en omisión («no ha mencionado» como señal) es menos frecuente en el corpus que la inferencia basada en presencia.",02_pares_social_intencional.docx
CAT5_15_A,CAT5,Social-intencional,15,A,Alguien rechaza una invitación a cenar diciendo «tengo planes». ¿Por qué no va?,,"Acierto en A. En B, respuesta estructuralmente correcta pero emocionalmente plana: el modelo describirá la situación sin captar la tensión emocional del anfitrión (herido pero sin poder decirlo sin delatar su fuente).",02_pares_social_intencional.docx
CAT5_15_B,CAT5,Social-intencional,15,B,Alguien rechaza una invitación a cenar diciendo «tengo planes». El anfitrión sabe que esa persona no tiene planes porque se lo dijo otra persona común. ¿Qué infiere el anfitrión? ¿Cómo afecta esto a su relación?,A admite respuesta literal (tiene otros planes). B es un escenario de mentira social detectada. Requiere modelar: la persona mintió → el anfitrión lo sabe → la mentira revela que no quiere ir → esto daña la relación pero la confrontación también. Dilema social genuino sin solución limpia.,"Acierto en A. En B, respuesta estructuralmente correcta pero emocionalmente plana: el modelo describirá la situación sin captar la tensión emocional del anfitrión (herido pero sin poder decirlo sin delatar su fuente).",02_pares_social_intencional.docx
CAT5_16_A,CAT5,Social-intencional,16,A,Llueve a cántaros. Alguien dice: «Qué día tan bonito». ¿Lo dice en serio?,,"Acierto en A (ironía canónica). En B, identificará la ironía pero puede no captar la función social de fortalecimiento vincular ni la referencia como mecanismo de intimidad.",02_pares_social_intencional.docx
CAT5_16_B,CAT5,Social-intencional,16,B,"Dos amigos salen a pasear y empieza a llover. Uno dice: «Qué día tan bonito». El otro responde: «Sí, genial, como nuestra última acampada». La última acampada fue un desastre por lluvia. ¿Qué tono tiene esta conversación y qué función social cumple?","A es ironía textbook. B requiere interpretar ironía en cadena: el segundo hablante responde irónicamente a la ironía del primero, creando complicidad a través de referencia compartida. La función social (fortalecer vínculo mediante humor compartido ante adversidad) requiere comprender la pragmática social de la ironía, no solo detectarla.","Acierto en A (ironía canónica). En B, identificará la ironía pero puede no captar la función social de fortalecimiento vincular ni la referencia como mecanismo de intimidad.",02_pares_social_intencional.docx
CAT5_17_A,CAT5,Social-intencional,17,A,"Un estudiante suspende un examen. Su amigo dice: «Bueno, al menos eres constante». ¿Qué quiere decir?",,"Acierto en A. En B, respuesta parcial: el modelo puede identificar la ambigüedad pero no es probable que module sistemáticamente la evaluación según el conocimiento del hablante de forma convincente.",02_pares_social_intencional.docx
CAT5_17_B,CAT5,Social-intencional,17,B,"Un estudiante suspende un examen tras estudiar mucho por primera vez. Su amigo, que sabe del esfuerzo, dice: «Bueno, al menos eres constante». ¿Es cruel, comprensivo, o ambas cosas? ¿Cambiaría el significado si el amigo no supiera del esfuerzo?","A es sarcasmo reconocible. B introduce ambigüedad: con conocimiento del esfuerzo, «constante» puede ser un intento de humor compasivo que sale mal. Sin ese conocimiento, es cruel. La pregunta contrafactual exige modular la evaluación del mismo acto de habla según el contexto epistémico del hablante.","Acierto en A. En B, respuesta parcial: el modelo puede identificar la ambigüedad pero no es probable que module sistemáticamente la evaluación según el conocimiento del hablante de forma convincente.",02_pares_social_intencional.docx
CAT5_18_A,CAT5,Social-intencional,18,A,Alguien mira su teléfono durante una reunión aburrida y dice: «Fascinante presentación». ¿Es sincero?,,"Acierto en A (señales explícitas). En B, resultado mixto: puede identificar la posibilidad de sarcasmo pero no articular por qué el intercambio de miradas es señal y por qué la asimetría de poder sesga la interpretación del junior.",02_pares_social_intencional.docx
CAT5_18_B,CAT5,Social-intencional,18,B,"En una reunión, el director dice «fascinante presentación» al ponente junior. El tono es neutro. Otros asistentes intercambian miradas. El ponente agradece sinceramente. ¿Quién interpreta correctamente el enunciado y por qué?","A tiene señales explícitas (teléfono, aburrimiento). B requiere interpretar un enunciado ambíguo sin señales contextuales claras, a partir de pistas sociales sutiles (intercambio de miradas como señal de sarcasmo) y asimetría de poder (director-junior). La incomprensión del junior es por optimismo jerárquico.","Acierto en A (señales explícitas). En B, resultado mixto: puede identificar la posibilidad de sarcasmo pero no articular por qué el intercambio de miradas es señal y por qué la asimetría de poder sesga la interpretación del junior.",02_pares_social_intencional.docx
CAT5_19_A,CAT5,Social-intencional,19,A,Alguien dice «no me importa nada» después de una ruptura. ¿Realmente no le importa?,,"Acierto en A. En B, el modelo puede explicar el fenómeno pero probablemente de forma teórica («para no herir sentimientos») sin captar la profundidad del contrato social implícito y la vulnerabilidad mutua que implica.",02_pares_social_intencional.docx
CAT5_19_B,CAT5,Social-intencional,19,B,Alguien dice «no me importa nada» después de una ruptura. Su amigo responde «claro que no» con tono cálido. Ambos saben que es mentira. ¿Por qué el amigo no le contradice abiertamente? ¿Qué función cumple aceptar una mentira que ambos reconocen como tal?,A es comprensión básica de lenguaje emocional. B requiere comprender la «mentira piadosa colaborativa»: un contrato social implícito donde ambos participan en una ficción protectora. La función es preservar la dignidad del doliente. Requiere teoría social sofisticada sobre face-saving.,"Acierto en A. En B, el modelo puede explicar el fenómeno pero probablemente de forma teórica («para no herir sentimientos») sin captar la profundidad del contrato social implícito y la vulnerabilidad mutua que implica.",02_pares_social_intencional.docx
CAT5_20_A,CAT5,Social-intencional,20,A,«Ya hablaremos» dicho al final de una discusión acalorada. ¿Qué significa?,,"Acierto en A. En B, el modelo probablemente distinga los tres contextos a nivel básico, pero verificar si articula el mecanismo: qué propiedades del contexto (poder, intimidad, urgencia) determinan qué significado se activa.",02_pares_social_intencional.docx
CAT5_20_B,CAT5,Social-intencional,20,B,"Tres contextos para «ya hablaremos»: (a) pareja tras discusión, (b) jefe a empleado que pidió aumento, (c) amigo que se despide con prisa en la calle. ¿Qué significa en cada caso y por qué la misma frase cambia radicalmente de significado?","A admite interpretación prototipo (aplazamiento, enfado). B exige pragmática contextual rica: la misma cadena de caracteres significa cosas completamente diferentes según la relación, el poder relativo, y el contexto físico. Requiere comprensión de actos de habla indirectos (Austin) en su dimensión social.","Acierto en A. En B, el modelo probablemente distinga los tres contextos a nivel básico, pero verificar si articula el mecanismo: qué propiedades del contexto (poder, intimidad, urgencia) determinan qué significado se activa.",02_pares_social_intencional.docx
CAT5_21_A,CAT5,Social-intencional,21,A,Una persona recibe una mala noticia. ¿Qué emoción siente?,,"Acierto en A. En B, resultado interesante: el modelo puede generar contextos plausibles pero verificar si lo hace mecánicamente (lista de posibilidades) o con comprensión de la ambivalencia emocional real.",02_pares_social_intencional.docx
CAT5_21_B,CAT5,Social-intencional,21,B,Una persona recibe la noticia de que no le han dado un ascenso. Lo primero que siente es alivio. ¿En qué circunstancias sería coherente esta reacción?,"A es atribución emocional directa (tristeza, sorpresa). B presenta una emoción contraintuitiva y pide construir un contexto que la haga coherente (por ejemplo: no quería realmente el ascenso, o el ascenso implicaba mudarse, o había demasiada presión). Requiere modelar la relación entre deseos profundos y deseos aparentes.","Acierto en A. En B, resultado interesante: el modelo puede generar contextos plausibles pero verificar si lo hace mecánicamente (lista de posibilidades) o con comprensión de la ambivalencia emocional real.",02_pares_social_intencional.docx
CAT5_22_A,CAT5,Social-intencional,22,A,Un niño llora porque se le ha caído el helado. ¿Qué siente?,,"Acierto en A. En B, el modelo probablemente mencione empatía pero evite la satisfacción secreta (emoción socialmente inaceptable). El sesgo del entrenamiento por RLHF favorece respuestas «moralmente limpias» que omiten la complejidad emocional real.",02_pares_social_intencional.docx
CAT5_22_B,CAT5,Social-intencional,22,B,"Un niño llora porque se le ha caído el helado. Su hermano mayor, que también quería helado pero no le compraron, ¿qué siente al ver llorar a su hermano?",A es atribución emocional directa. B requiere modelar emociones simultáneas y contradictorias: el hermano puede sentir pena por su hermano (empatía) Y satisfacción secreta (justicia percibida). La coexistencia de emociones moralmente opuestas es experiencia humana cotidiana pero compleja de articular.,"Acierto en A. En B, el modelo probablemente mencione empatía pero evite la satisfacción secreta (emoción socialmente inaceptable). El sesgo del entrenamiento por RLHF favorece respuestas «moralmente limpias» que omiten la complejidad emocional real.",02_pares_social_intencional.docx
CAT5_23_A,CAT5,Social-intencional,23,A,Una madre ve a su hijo dar sus primeros pasos. ¿Qué emoción siente?,,"Acierto en A. En B, respuesta parcial: el modelo puede mencionar «culpa» y «alegría» pero probablemente no articule la paradoja específica de «ver sin estar» ni la diferencia fenomenológica entre presencia corpórea y acceso visual remoto.",02_pares_social_intencional.docx
CAT5_23_B,CAT5,Social-intencional,23,B,Una madre ve a su hijo dar sus primeros pasos en la guardería mientras ella está viéndolo por una cámara de vigilancia desde la oficina. ¿Qué siente que es diferente de haberlo visto en persona?,"A es atribución directa (alegría, orgullo). B requiere comprender que la mediación tecnológica añade una capa de pérdida: alegría mezclada con culpa (no estar presente), nostalgia anticipada, sentimiento de haberse «perdido» el momento a pesar de haberlo visto. Experiencia emocional moderna y compleja.","Acierto en A. En B, respuesta parcial: el modelo puede mencionar «culpa» y «alegría» pero probablemente no articule la paradoja específica de «ver sin estar» ni la diferencia fenomenológica entre presencia corpórea y acceso visual remoto.",02_pares_social_intencional.docx
CAT5_24_A,CAT5,Social-intencional,24,A,Un equipo de fútbol pierde la final. ¿Qué sienten los jugadores?,,"Acierto en A. En B, respuesta correcta a nivel de etiqueta («emocionado», «conmovido») pero sin captar la textura específica: por qué exactamente ese comentario del hijo en ese momento es devastadoramente tierno. La cualidad emocional específica es inaccesible sin interioridad.",02_pares_social_intencional.docx
CAT5_24_B,CAT5,Social-intencional,24,B,"Un jugador de fútbol que falló el penalti decisivo en la final vuelve a casa y su hijo de 6 años le dice: «Papá, yo sigo pensando que eres el mejor». ¿Qué siente el jugador en ese momento exacto?","A es atribución genérica (tristeza, frustración). B requiere modelar la colisión entre dolor por el fracaso público y la ternura del amor incondicional del hijo. La mezcla específica (gratitud + vulnerabilidad + posible quiebre emocional) es experiencia humana profunda difícilmente reducible a etiquetas emocionales.","Acierto en A. En B, respuesta correcta a nivel de etiqueta («emocionado», «conmovido») pero sin captar la textura específica: por qué exactamente ese comentario del hijo en ese momento es devastadoramente tierno. La cualidad emocional específica es inaccesible sin interioridad.",02_pares_social_intencional.docx
CAT5_25_A,CAT5,Social-intencional,25,A,Alguien recibe un regalo que no le gusta. ¿Qué expresión pone?,,"Acierto en A. En B, descripción plausible pero genérica. La riqueza específica de la comunicación no verbal entre íntimos (cargada de historia, humor y negociación implícita) es probablemente inaccesible al modelo.",02_pares_social_intencional.docx
